longitude,latitude,age,rooms,bedrooms,value
-117.72,33.63,15,6.742574257425742,1.2623762376237624,1625000
-117.72,33.62,21,5.080962800875273,1.1334792122538293,1100000
-117.72,33.62,19,4.715918367346939,1.0293877551020407,869000
-117.72,33.62,19,4.100358422939068,0.9605734767025089,1058000
-117.72,33.61,26,4.542808219178082,1.0633561643835616,811000
-117.72,33.61,26,4.517777777777778,1.028888888888889,804000
-117.73,34.12,26,7.2983050847457624,1.0101694915254238,2618000
-117.73,34.1,37,6.522641509433963,1.0264150943396226,2260000
-117.73,34.09,36,5.092409240924092,0.9801980198019802,1178000
-117.73,34.09,30,5.165198237885463,1.092511013215859,1121000
-117.73,34.08,33,5.252918287937743,1.0311284046692606,1152000
-117.73,34.08,28,5.422431865828092,1.120545073375262,1308000
-117.73,34.07,34,5.320158102766799,0.9552042160737813,1350000
-117.73,34.07,33,4.113490364025696,1.0471092077087794,1226000
-117.73,34.07,33,3.8104089219330857,0.9702602230483272,1194000
-117.73,34.06,51,4.446428571428571,1.0267857142857142,988000
-117.73,34.06,34,2.8907563025210083,0.907563025210084,1178000
-117.73,34.05,36,4.184549356223176,1.0429184549356223,1181000
-117.73,34.05,28,3.974063400576369,1.1109510086455332,1133000
-117.73,34.04,26,4.724691358024692,1.0049382716049382,1297000
-117.73,34.03,42,5.652298850574713,1.0862068965517242,1181000
-117.73,34.01,36,6.030927835051546,1.0103092783505154,2130000
-117.73,33.61,17,4.631205673758865,1.0319148936170213,1206000
-117.73,33.61,16,4.87603305785124,1.0743801652892562,1868000
-117.74,34.11,28,6.693486590038314,1.0842911877394636,2147000
-117.74,34.1,29,5.154135338345864,0.9172932330827067,1219000
-117.74,34.1,26,5.467871485943775,1.21285140562249,1360000
-117.74,34.08,35,5.505119453924915,1.0170648464163823,1343000
-117.74,34.07,53,5.695121951219512,0.9634146341463414,1401000
-117.74,34.07,42,4.919449901768173,1.0864440078585462,1357000
-117.74,34.06,48,4.4489051094890515,1.0930656934306568,1292000
-117.74,34.06,4,3.769647696476965,1.3712737127371273,1375000
-117.74,34.05,30,3.923841059602649,1.0496688741721854,943000
-117.74,34.05,29,3.687218045112782,1.0526315789473684,1107000
-117.74,34.03,27,4.805039787798409,1.072944297082228,1233000
-117.74,34.02,33,5.139689578713969,1.0288248337028825,1164000
-117.74,33.97,4,6.162349968414403,1.104232469993683,2549000
-117.74,33.89,4,7.311042590094431,1.054345731354789,3663000
-117.74,33.85,4,9.289879931389365,1.4065180102915953,3140000
-117.74,33.73,18,5.466666666666667,1.1333333333333333,875000
-117.74,33.62,16,5.548993288590604,0.9932885906040269,2314000
-117.74,33.62,16,3.5176908752327747,1.0986964618249535,2417000
-117.74,33.61,17,4.776523702031603,1.069977426636569,1808000
-117.74,33.61,16,5.042124542124542,1.054945054945055,2298000
-117.75,34.12,25,5.310107948969578,0.9793915603532876,2407000
-117.75,34.1,21,3.963163064833006,1.067779960707269,1568000
-117.75,34.09,36,5.677064220183486,1.0201834862385322,1469000
-117.75,34.08,33,5.728194726166328,1.0608519269776877,1351000
-117.75,34.08,33,5.308457711442786,0.9651741293532339,1391000
-117.75,34.07,52,4.427083333333333,1.0173611111111112,1462000
-117.75,34.07,53,4.513119533527697,1.0145772594752187,1273000
-117.75,34.07,55,6.269607843137255,1.0441176470588236,1610000
-117.75,34.06,55,3.875,0.5625,1125000
-117.75,34.06,53,3.4285714285714284,0.8571428571428571,675000
-117.75,34.06,54,4.242753623188406,1.1521739130434783,1058000
-117.75,34.06,44,4.076923076923077,1.1538461538461537,1125000
-117.75,34.05,46,4.252873563218391,1.028735632183908,1106000
-117.75,34.05,37,3.6699029126213594,0.8932038834951457,946000
-117.75,34.05,35,4.144230769230769,1.0865384615384615,933000
-117.75,34.05,27,4.505154639175258,1.1134020618556701,1075000
-117.75,34.04,22,4.897009966777409,1.0564784053156147,1136000
-117.75,34.01,4,6.791896869244936,1.0810313075506446,2896000
-117.75,33.95,13,8.268907563025211,1.0672268907563025,4269000
-117.75,33.84,16,6.858546168958743,0.9862475442043221,2705000
-117.75,33.72,10,6.73224043715847,0.9480874316939891,3625000
-117.75,33.71,15,5.4788461538461535,1.0326923076923078,1583000
-117.75,33.64,9,4.61070110701107,0.9077490774907749,1823000
-117.75,33.61,17,4.787356321839081,1.0842911877394636,1865000
-117.76,34.13,8,7.773191094619666,1.0547309833024119,3587000
-117.76,34.11,22,5.2611940298507465,1.0170575692963753,1805000
-117.76,34.1,28,4.790152403282533,1.0211019929660023,2022000
-117.76,34.08,37,4.335249042145594,0.9616858237547893,1392000
-117.76,34.07,51,3.963917525773196,1.0154639175257731,1098000
-117.76,34.07,48,5.307339449541284,1.1330275229357798,1272000
-117.76,34.06,47,5.906976744186046,1.255813953488372,926000
-117.76,34.06,33,3.8792372881355934,1.0296610169491525,1036000
-117.76,34.05,36,4.075371549893843,1.0658174097664543,1162000
-117.76,34.04,36,5.015659955257271,1.0022371364653244,1130000
-117.76,34.04,34,5.835365853658536,1.1097560975609757,1158000
-117.76,33.98,3,11.287383177570094,1.6179906542056075,2924000
-117.76,33.94,40,5.747368421052632,1.1210526315789473,1842000
-117.76,33.88,9,6.961151079136691,1.0920863309352518,3078000
-117.76,33.87,16,6.909565217391305,1.0347826086956522,2637000
-117.76,33.87,16,7.434579439252336,1.0023364485981308,2882000
-117.76,33.86,14,8.466512702078521,1.0207852193995381,4955533
-117.76,33.84,15,8.042735042735043,1.0897435897435896,4105000
-117.76,33.83,15,7.077981651376147,1.048165137614679,3007000
-117.76,33.81,2,9.09375,1.09375,4901095
-117.76,33.79,4,7.231265108783239,1.0217566478646254,3740000
-117.76,33.72,15,3.7943548387096775,1.0725806451612903,1484000
-117.76,33.72,14,8.115902964959568,1.045822102425876,3687000
-117.76,33.72,11,7.867364746945899,1.0785340314136125,3861000
-117.76,33.71,14,7.475778546712803,1.0069204152249136,3551000
-117.76,33.7,12,6.845238095238095,0.9761904761904762,3449000
-117.77,34.11,28,5.136246786632391,1.06426735218509,1809000
-117.77,34.07,29,4.701421800947867,1.0458135860979463,1136000
-117.77,33.85,13,7.584033613445378,1.158263305322129,3531000
-117.77,33.84,5,5.910931174089069,0.9649122807017544,2664000
-117.77,33.8,16,8.789823008849558,1.0685840707964602,4170000
-117.77,33.76,19,8.291079812206572,0.9436619718309859,5440341
-117.77,33.72,10,7.07286432160804,1.0829145728643217,2787000
-117.77,33.71,5,6.7725752508361206,0.9765886287625418,3757000
-117.77,33.71,4,5.486666666666666,1.07,2278000
-117.77,33.71,13,7.94672131147541,1.0122950819672132,3798000
-117.77,33.7,4,4.367857142857143,1.1107142857142858,1375000
-117.77,33.7,3,5.224137931034483,1.0761494252873562,2075000
-117.77,33.7,15,5.2927756653992395,1.015209125475285,1872000
-117.77,33.69,15,4.310344827586207,0.9741379310344828,1540000
-117.77,33.69,14,4.180473372781065,1.1005917159763314,1841000
-117.77,33.67,12,4.42638036809816,1.0920245398773005,1602000
-117.78,34.13,18,6.355338223308883,0.9462102689486552,2605000
-117.78,34.11,23,5.334589299171062,1.0406932931424264,2123000
-117.78,34.09,32,5.52928870292887,1.0794979079497908,1772000
-117.78,34.07,18,4.718954248366013,1.0091503267973856,1135000
-117.78,34.06,33,3.52,0.9066666666666666,1287000
-117.78,34.05,39,5.332727272727273,1.0727272727272728,1313000
-117.78,34.03,8,6.347326732673268,1.0475247524752476,2539000
-117.78,33.97,2,10.296296296296296,1.1666666666666667,5330419
-117.78,33.9,14,6.9015486725663715,0.9966814159292036,2682000
-117.78,33.89,7,8.014003294892916,0.9967051070840197,4153000
-117.78,33.88,16,7.6923076923076925,1.017094017094017,3019000
-117.78,33.87,16,6.005353319057816,1.019271948608137,1696000
-117.78,33.86,16,6.935229067930489,1.042654028436019,2660000
-117.78,33.85,16,7.577154308617234,1.0100200400801602,3356000
-117.78,33.82,12,8.400541271989175,1.0148849797023005,4137000
-117.78,33.81,23,7.638461538461539,1.0692307692307692,3800000
-117.78,33.78,6,8.305343511450381,1.0882103477523324,4815000
-117.78,33.76,25,8.89763779527559,1.0275590551181102,5363136
-117.78,33.71,4,4.798029556650246,1.1428571428571428,1954000
-117.78,33.71,16,7.165584415584416,0.9448051948051948,3312000
-117.78,33.7,16,8.151960784313726,1.2254901960784315,2339000
-117.78,33.69,16,5.776412776412776,0.9901719901719902,2389000
-117.78,33.69,16,6.967213114754099,1.026639344262295,2955000
-117.78,33.68,19,7.6452599388379205,1.0122324159021407,3156000
-117.78,33.68,14,5.833333333333333,1.12,2368000
-117.78,33.68,11,4.851581508515815,1.1605839416058394,2356000
-117.79,34.12,16,5.439461883408072,0.9551569506726457,2245000
-117.79,34.11,18,5.511560693641618,1.0419075144508672,2156000
-117.79,34.1,26,4.908554572271386,1.0147492625368733,1905000
-117.79,34.02,5,6.730284479654303,1.0306085703997119,3156000
-117.79,33.88,17,6.506079027355623,1.0265957446808511,2526000
-117.79,33.84,9,7.38830162085976,1.1296687808315715,3653000
-117.79,33.8,11,6.4950678175092476,0.998766954377312,2832000
-117.79,33.77,23,7.851528384279476,0.9847161572052402,4513000
-117.79,33.77,21,8.379576107899807,1.0655105973025047,4390000
-117.79,33.76,25,8.180722891566266,1.0120481927710843,4872000
-117.79,33.75,26,7.92225201072386,1.0107238605898123,5233487
-117.79,33.75,26,8.874233128834355,1.0582822085889572,5194055
-117.79,33.73,3,6.488188976377953,1.110236220472441,2913000
-117.79,33.71,16,7.683636363636364,1.044848484848485,3134000
-117.79,33.71,16,6.639658848614072,0.9872068230277186,2832000
-117.79,33.7,6,4.203166226912929,0.978891820580475,2395000
-117.79,33.7,16,5.618491921005386,0.9856373429084381,2471000
-117.79,33.7,16,5.80327868852459,1.0204918032786885,2277000
-117.79,33.69,16,8.244623655913978,1.064516129032258,3400000
-117.79,33.69,16,6.17741935483871,0.967741935483871,3139000
-117.79,33.69,15,5.9335443037974684,1.0,2448000
-117.79,33.68,9,5.498316498316498,0.9932659932659933,2659000
-117.79,33.68,16,6.682274247491639,1.0301003344481605,3261000
-117.79,33.68,13,6.524752475247524,1.0297029702970297,3115000
-117.79,33.68,10,6.343373493975903,0.9608433734939759,3753000
-117.8,34.11,25,6.283042394014963,1.0236907730673317,2117000
-117.8,34.1,17,4.758079409048938,1.074792243767313,1746000
-117.8,34.05,5,4.99009900990099,1.295929592959296,1259000
-117.8,34.03,25,6.656200941915228,1.0094191522762952,2476000
-117.8,34.02,23,6.419540229885057,1.132183908045977,2306000
-117.8,33.92,16,6.366520787746171,1.0787746170678336,2775000
-117.8,33.9,22,8.156182212581346,1.0455531453362257,3549000
-117.8,33.87,16,4.924731182795699,1.0595533498759304,2061000
-117.8,33.85,23,6.936073059360731,1.0730593607305936,2330000
-117.8,33.83,17,8.586705202312139,1.0115606936416186,4905814
-117.8,33.79,13,5.926686217008798,1.06158357771261,2314000
-117.8,33.78,18,7.902004454342984,1.0556792873051224,2903000
-117.8,33.78,17,5.305128205128205,1.0320512820512822,2420000
-117.8,33.77,29,7.935766423357665,1.032116788321168,3495000
-117.8,33.76,27,7.925373134328358,1.0298507462686568,3668000
-117.8,33.75,29,6.451476793248945,1.029535864978903,2866000
-117.8,33.74,33,6.393805309734513,1.002212389380531,2902000
-117.8,33.74,30,6.646182495344506,1.0260707635009312,2472000
-117.8,33.72,16,5.12133072407045,0.9902152641878669,2014000
-117.8,33.69,16,6.678832116788321,1.0875912408759123,3255000
-117.8,33.69,15,6.837133550488599,1.0488599348534202,3280000
-117.8,33.69,14,4.825737265415549,0.9705093833780161,2510000
-117.8,33.69,13,3.9222972972972974,0.9763513513513513,3333000
-117.8,33.68,8,5.976470588235294,1.026470588235294,2741000
-117.8,33.68,5,4.580882352941177,1.0735294117647058,2250000
-117.8,33.67,5,5.495833333333334,1.0854166666666667,2400000
-117.8,33.67,5,6.26448362720403,0.9773299748110831,3025000
-117.8,33.67,4,6.205936920222634,1.0241187384044528,3291000
-117.8,33.66,16,5.145748987854251,1.008097165991903,2234000
-117.8,33.64,8,6.307801418439716,1.0113475177304965,4504000
-117.8,33.63,8,2.909090909090909,0.8181818181818182,2708000
-117.8,33.63,15,7.778846153846154,1.0841346153846154,4930000
-117.81,34.12,23,6.351618705035971,1.0575539568345325,1926000
-117.81,34.11,21,4.666219839142091,1.0831099195710456,1504000
-117.81,34.1,19,4.974293059125964,1.025706940874036,1446000
-117.81,34.08,13,7.696287025448477,1.0321234876929495,3489000
-117.81,34.01,12,5.918275418275418,1.0566280566280566,2821000
-117.81,33.89,13,5.838420107719928,1.0466786355475763,2979000
-117.81,33.88,19,6.466230936819172,1.0958605664488017,3717000
-117.81,33.88,19,8.118279569892474,1.014336917562724,4613000
-117.81,33.87,19,6.397435897435898,0.9686609686609686,2335000
-117.81,33.86,18,5.782608695652174,1.2608695652173914,2350000
-117.81,33.82,20,8.836990595611285,1.0,4985283
-117.81,33.81,19,8.213541666666666,1.015625,4318000
-117.81,33.8,25,5.833333333333333,1.0021097046413503,2307000
-117.81,33.79,25,5.592105263157895,1.0855263157894737,2046000
-117.81,33.79,23,5.3968804159445405,1.0571923743500866,2119000
-117.81,33.77,31,7.281889763779527,0.9826771653543307,3346000
-117.81,33.76,32,6.356037151702786,1.0495356037151702,2818000
-117.81,33.75,25,5.163755458515284,1.0283842794759825,2278000
-117.81,33.75,23,5.4485981308411215,0.9906542056074766,2522000
-117.81,33.74,24,4.306709265175719,1.036741214057508,2169000
-117.81,33.73,23,5.506306306306306,1.0018018018018018,2342000
-117.81,33.73,19,4.387329591018444,1.078588612670409,2528000
-117.81,33.73,19,4.215932914046122,1.0220125786163523,1406000
-117.81,33.69,5,4.361111111111111,0.8888888888888888,4500000
-117.81,33.68,8,4.83743842364532,1.0172413793103448,1922000
-117.81,33.68,4,5.219594594594595,1.027027027027027,5459445
-117.81,33.67,9,6.429411764705883,1.0392156862745099,2966000
-117.81,33.67,9,6.324675324675325,1.0285714285714285,2750000
-117.81,33.67,9,5.329931972789115,1.0170068027210883,1996000
-117.81,33.67,8,5.05175983436853,1.0393374741200827,2425000
-117.81,33.67,8,6.376899696048632,1.0395136778115501,3429000
-117.81,33.67,24,6.37987012987013,1.073051948051948,2690000
-117.81,33.66,16,6.147826086956521,0.8304347826086956,3839000
-117.81,33.64,4,7.472103004291846,0.9656652360515021,5245515
-117.81,33.64,16,7.306990881458966,1.060790273556231,4421000
-117.81,33.63,17,7.315359477124183,0.9967320261437909,4104000
-117.82,34.13,27,6.708185053380783,1.019572953736655,3097000
-117.82,34.12,26,5.721100917431193,0.9688073394495413,2094000
-117.82,34.05,21,4.833333333333333,1.1067146282973621,1173000
-117.82,33.89,24,5.46095717884131,1.0604534005037782,2383000
-117.82,33.89,21,6.414583333333334,1.0604166666666666,2789000
-117.82,33.88,18,6.117283950617284,0.9259259259259259,3275000
-117.82,33.88,15,6.519951632406288,1.0822249093107619,2803000
-117.82,33.85,21,6.674358974358975,1.035897435897436,2359000
-117.82,33.85,18,5.552147239263804,0.9355828220858896,2135000
-117.82,33.84,25,8.23963133640553,0.9354838709677419,4543000
-117.82,33.82,22,8.938028169014084,1.047887323943662,5134594
-117.82,33.81,30,6.627565982404692,1.0117302052785924,2367000
-117.82,33.81,19,9.830769230769231,1.1692307692307693,4569000
-117.82,33.8,15,5.389915966386555,1.0873949579831932,1656000
-117.82,33.78,28,6.547445255474453,0.9737226277372263,2747000
-117.82,33.78,25,7.704334365325077,0.9984520123839009,3185000
-117.82,33.77,32,7.2125,0.940625,3246000
-117.82,33.77,27,7.58235294117647,0.9235294117647059,3592000
-117.82,33.76,33,6.815724815724816,1.0515970515970516,2656000
-117.82,33.76,27,7.209821428571429,1.0022321428571428,2878000
-117.82,33.75,30,5.950920245398773,1.0940695296523517,2365000
-117.82,33.75,24,4.532994923857868,1.0609137055837563,1465000
-117.82,33.73,27,4.8106060606060606,0.9772727272727273,2230000
-117.82,33.73,24,4.447368421052632,1.0,2250000
-117.82,33.73,23,3.765925925925926,1.1437037037037037,1370000
-117.82,33.72,24,7.183884297520661,0.9545454545454546,2765000
-117.82,33.68,3,5.72522159548751,1.1756647864625303,3580000
-117.82,33.68,3,6.31275720164609,1.0164609053497942,3336000
-117.82,33.67,15,3.8697318007662833,1.049808429118774,3500000
-117.82,33.66,24,7.176570458404075,1.0882852292020373,2784000
-117.82,33.66,15,6.180904522613066,1.1231155778894473,3875000
-117.82,33.65,18,7.36013986013986,1.055944055944056,3625000
-117.82,33.64,18,7.100719424460432,0.935251798561151,5456478
-117.83,34.15,20,8.124161073825503,1.0268456375838926,4515000
-117.83,34.14,26,7.297966401414677,1.0194518125552607,3499000
-117.83,34.11,29,6.002247191011236,0.9820224719101124,2030000
-117.83,34.1,18,5.733749349973999,1.0286011440457619,2311000
-117.83,34.01,16,6.1577574967405475,1.075619295958279,2129000
-117.83,33.99,14,6.549701046337818,1.0280269058295963,2670000
-117.83,33.97,11,7.450865051903114,1.065051903114187,3683000
-117.83,33.93,14,7.271375464684015,1.0483271375464684,3064000
-117.83,33.9,23,6.813370473537605,1.0027855153203342,2728000
-117.83,33.89,25,6.554716981132075,1.0188679245283019,2457000
-117.83,33.88,18,6.704761904761905,1.0793650793650793,2317000
-117.83,33.87,5,4.898805340829234,1.0182712579058328,2439000
-117.83,33.83,23,5.4411764705882355,1.072549019607843,2314000
-117.83,33.82,26,7.1002178649237475,0.9934640522875817,2676000
-117.83,33.82,23,4.119850187265918,1.0674157303370786,1500000
-117.83,33.81,28,6.049079754601227,0.9662576687116564,2342000
-117.83,33.81,24,4.256594724220624,1.0731414868105515,2256000
-117.83,33.8,31,4.977777777777778,1.0098765432098766,1960000
-117.83,33.8,30,6.456164383561644,1.0383561643835617,2210000
-117.83,33.79,25,4.5,1.1152173913043477,2201000
-117.83,33.77,26,6.028117359413203,1.0427872860635696,2854000
-117.83,33.77,22,5.297491039426523,1.1505376344086022,2032000
-117.83,33.75,34,4.691358024691358,1.0599647266313934,2102000
-117.83,33.75,22,5.718222222222222,1.0435555555555556,2964000
-117.83,33.74,23,4.019723865877712,1.0670611439842208,1836000
-117.83,33.74,23,3.7484536082474227,1.0762886597938144,1315000
-117.83,33.73,20,3.9372013651877134,1.0901023890784982,1604000
-117.83,33.68,4,4.0325,1.0475,1845000
-117.83,33.67,17,4.703571428571428,1.144642857142857,2750000
-117.83,33.66,4,5.106060606060606,1.0,2962000
-117.83,33.66,15,5.233333333333333,0.9733333333333334,2728000
-117.83,33.65,9,2.7264957264957266,1.1367521367521367,1875000
-117.83,33.65,8,5.385964912280702,1.0676691729323309,2504000
-117.84,34.13,26,5.484011627906977,1.0087209302325582,1980000
-117.84,34.12,34,6.102409638554217,1.0391566265060241,1876000
-117.84,34.12,25,6.46455223880597,1.0559701492537314,2289000
-117.84,34.1,17,5.134993446920053,1.0642201834862386,1807000
-117.84,33.98,26,6.134907251264756,0.93929173693086,2212000
-117.84,33.9,24,7.867579908675799,1.0182648401826484,2996000
-117.84,33.89,19,6.328571428571428,0.9678571428571429,2643000
-117.84,33.84,23,5.7381174277726,1.0521901211556384,2326000
-117.84,33.84,23,5.1867612293144205,1.0212765957446808,2194000
-117.84,33.82,24,6.311233885819521,1.0368324125230202,2512000
-117.84,33.81,26,5.6417004048583,1.0374493927125505,2449000
-117.84,33.79,37,5.741596638655462,0.9663865546218487,2357000
-117.84,33.79,34,4.259868421052632,0.9917763157894737,1996000
-117.84,33.78,26,5.965277777777778,1.0046296296296295,2292000
-117.84,33.78,24,5.35343618513324,1.1037868162692848,2480000
-117.84,33.77,26,6.090909090909091,1.0563636363636364,2491000
-117.84,33.77,14,5.048054919908467,1.0892448512585813,2065000
-117.84,33.76,26,5.184275184275184,1.0049140049140048,2296000
-117.84,33.76,22,4.666666666666667,0.9629629629629629,2194000
-117.84,33.76,14,3.9945205479452053,1.158904109589041,2188000
-117.84,33.75,16,4.345273631840796,1.155223880597015,1395000
-117.84,33.74,25,3.417293233082707,1.0845864661654134,1125000
-117.84,33.74,24,4.1030444964871196,0.9531615925058547,1346000
-117.84,33.74,22,3.644657863145258,1.0816326530612246,1214000
-117.84,33.73,20,3.8445440956651717,1.094170403587444,1750000
-117.84,33.66,5,3.888888888888889,1.0,2304000
-117.84,33.66,5,4.199004975124378,1.0696517412935322,2316000
-117.84,33.65,4,4.012165450121654,1.1094890510948905,2250000
-117.84,33.64,11,4.198895027624309,1.0368324125230202,1983000
-117.85,34.14,35,6.757575757575758,1.0,2972000
-117.85,34.14,35,7.158371040723982,1.1221719457013575,2750000
-117.85,34.13,31,6.465346534653466,1.0495049504950495,2330000
-117.85,34.11,27,4.201923076923077,0.96875,1806000
-117.85,34.11,25,5.6883835279655806,1.0196681007990165,2230000
-117.85,34.1,22,5.858597285067873,1.0678733031674208,1899000
-117.85,34.09,16,6.998463901689708,0.9815668202764977,2639000
-117.85,34.08,23,6.51685393258427,0.9325842696629213,3862000
-117.85,34.07,32,8.010526315789473,1.063157894736842,5286536
-117.85,34.0,26,7.1936339522546415,1.06631299734748,2279000
-117.85,33.92,11,8.007211538461538,0.9855769230769231,3718000
-117.85,33.9,25,5.885931558935361,0.973384030418251,2422000
-117.85,33.9,20,6.193846153846154,0.9969230769230769,2605000
-117.85,33.89,24,6.732793522267206,1.0182186234817814,2406000
-117.85,33.89,22,6.330708661417323,1.031496062992126,2623000
-117.85,33.88,14,7.010324483775811,1.0044247787610618,2885000
-117.85,33.86,18,4.633802816901408,1.0140845070422535,1875000
-117.85,33.85,17,4.586274509803921,1.0441176470588236,2541000
-117.85,33.84,26,8.026819923371647,1.0727969348659003,2717000
-117.85,33.83,26,6.2838283828382835,0.9636963696369637,2324000
-117.85,33.81,32,5.351515151515152,0.9757575757575757,2345000
-117.85,33.81,26,5.387387387387387,0.9871299871299871,2481000
-117.85,33.8,40,5.534090909090909,1.0833333333333333,1941000
-117.85,33.8,34,6.247058823529412,1.1098039215686275,2167000
-117.85,33.79,53,4.7301204819277105,1.036144578313253,2110000
-117.85,33.79,46,5.494047619047619,1.1398809523809523,2000000
-117.85,33.79,40,3.6472303206997085,0.9795918367346939,2364000
-117.85,33.78,23,3.7406103286384975,1.0211267605633803,2121000
-117.85,33.77,23,5.154782608695652,1.0469565217391303,2331000
-117.85,33.77,16,4.690987124463519,1.0965665236051503,2250000
-117.85,33.75,27,3.7947454844006567,1.0377668308702792,1714000
-117.85,33.74,26,2.6337741607324516,1.0203458799593081,1708000
-117.85,33.74,19,3.8048780487804876,1.0884146341463414,1598000
-117.85,33.73,28,2.519327731092437,0.9647058823529412,1150000
-117.85,33.62,18,6.75,0.9722222222222222,5069481
-117.85,33.61,14,6.477611940298507,1.1059701492537313,5291385
-117.86,34.24,55,3.568888888888889,1.1866666666666668,149990
-117.86,34.14,36,4.884858044164038,1.0520504731861198,2353000
-117.86,34.14,33,6.52924791086351,1.011142061281337,2834000
-117.86,34.13,40,5.09375,1.09375,2095000
-117.86,34.13,33,5.660332541567696,1.0166270783847982,2455000
-117.86,34.13,29,4.256756756756757,0.9797297297297297,1708000
-117.86,34.1,29,6.045918367346939,1.0051020408163265,1969000
-117.86,34.1,23,5.439914163090129,1.0515021459227467,1806000
-117.86,34.09,29,6.330049261083744,0.9605911330049262,2182000
-117.86,34.08,31,7.358600583090379,1.0174927113702623,3809000
-117.86,34.02,19,6.680805938494167,0.9936373276776246,2621000
-117.86,34.01,16,6.371389270976616,1.046767537826685,2644000
-117.86,33.99,10,6.68417104276069,1.0547636909227307,3107000
-117.86,33.91,16,7.204488778054863,1.054862842892768,2708000
-117.86,33.9,25,7.855392156862745,1.0024509803921569,2992000
-117.86,33.9,17,7.484536082474227,0.9690721649484536,2852000
-117.86,33.88,20,7.351201478743068,0.9981515711645101,2722000
-117.86,33.88,19,5.03416149068323,1.0186335403726707,2014000
-117.86,33.87,19,6.713080168776371,1.1772151898734178,2160000
-117.86,33.87,12,6.25,0.98046875,2540000
-117.86,33.85,17,4.635245901639344,0.9672131147540983,1585000
-117.86,33.84,19,4.3125,0.98,1594000
-117.86,33.82,9,6.206642066420664,1.0738007380073802,2309000
-117.86,33.8,35,5.023880597014926,1.035820895522388,1904000
-117.86,33.8,34,4.065759637188209,1.08843537414966,1531000
-117.86,33.79,42,5.475935828877005,1.0213903743315509,1945000
-117.86,33.79,34,4.441037735849057,0.9622641509433962,1875000
-117.86,33.79,31,3.712328767123288,0.9715489989462592,1464000
-117.86,33.78,25,4.15615141955836,1.0410094637223974,2150000
-117.86,33.78,21,3.757617728531856,1.0124653739612188,1788000
-117.86,33.77,39,6.38863287250384,1.0061443932411673,2403000
-117.86,33.76,34,5.926691729323308,1.0545112781954886,2053000
-117.86,33.75,6,2.4880763116057234,0.9523052464228935,1232000
-117.86,33.75,5,3.6666666666666665,0.9607843137254902,1542000
-117.86,33.75,39,2.6699029126213594,0.8446601941747572,1580000
-117.86,33.75,31,3.7628205128205128,1.1004273504273505,1734000
-117.86,33.75,13,2.4764795144157814,0.9074355083459787,1375000
-117.86,33.74,9,3.1818181818181817,1.0363636363636364,1653000
-117.86,33.74,38,4.031719532554257,1.0717863105175292,1656000
-117.86,33.74,32,4.668918918918919,1.0202702702702702,1759000
-117.86,33.73,38,4.531746031746032,1.0138888888888888,1591000
-117.86,33.73,31,4.305019305019305,1.0347490347490347,1505000
-117.86,33.73,30,4.802536231884058,1.036231884057971,1821000
-117.86,33.73,26,3.676025917926566,0.9848812095032398,1802000
-117.86,33.73,23,4.239583333333333,1.125,1774000
-117.86,33.72,37,3.581453634085213,1.0726817042606516,1506000
-117.86,33.72,32,4.222543352601156,0.9826589595375722,1591000
-117.86,33.71,36,5.162162162162162,1.135135135135135,1575000
